ObjectID,ProjectID,AssetID,AreaID,Region,DataFormat,Orgnztion,URL,Notes,Contact,Email,FundType,FunderName,FundEnd,FundSec,ProjFocus,PhysFocus,BioFocus,InstiType,AssetType,StudyType,TidalExp,EcoType,Latitude,Longitude,Depth_m_,ProfileMin,ProfileMax,MeasType,MeasFreq,MeasPeriod,ProgDur,YearSamp,StartYr,EndYr,Ongoing,DataFreq,DiscSWpCO2,ATMpCO2,DiscSWpH,DiscTA,DiscDIC,SatState,DiscDO,isSWpCO2,isSWpH,isDIC,isDO,CalcPmtrs,Methods,Instrument,Temp,Salinity,Pressure,Turbidity,DOC,OtherPhys,Nutrients,Chlrophyl,Nitrate,Ammonium,Phosphate,Silicate,Iron,BioSamples,BioAbund,BioAdapt,BioBiomass,BioCalc,BioComm,BioDistr,BioDiv,BioEvol,BioFoodweb,BioGrRate,BioPhtosyn,BioRecr,BioSurv,BioMovmnt,BioBehvor,OtherBio,OAHFocus,DisCrbPmtr,ISCrbPmtr
OR449,2013 West Coast OA Cruise,WCOA2013 - 9-111,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0132082.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2013,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,40.1,-124.71,,0,92,spot,Once,,1,2013,2013,2013,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR318,2012 West Coast OA Cruise,WCOA2012 - 2-8,,Washington,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,47.35,-124.71,,0,51,spot,Once,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR411,2013 West Coast OA Cruise,WCOA2013 - 4-33,,Washington,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0132082.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2013,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,47.34,-124.71,,0,92,spot,Once,,1,2013,2013,2013,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
WA1078,U.S. EPA Environmental Monitoring and Assessment Program,WA03-0008,,Washington,point,U.S. Environmental Protection Agency;  Washington State Department of Ecology,https://www.epa.gov/national-aquatic-resource-surveys/data-national-aquatic-resource-surveys,Coordinates are target;  see data for actual sampling coordinates.,U.S. Environmental Protection Agency,,Dedicated Program Funds,U.S. EPA Environmental Monitoring and Assessment Program,,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,Oceanographic Characterization,Water Quality/Contaminants in water sediment fish,Agency,Cruise Station,Cruise,No,Offshore,47.327732,-124.71133,113,,,spot,Once,June - September,1,2003,2003,2003,No,,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,Yes,No,No,No,Transmission; PAR; TSS),No,Yes,Yes,Yes,Yes,Yes,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,H,0,0
OR527,2016 West Coast OA Cruise,WCOA2016 - 8 - 63,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,https://www.pmel.noaa.gov/co2/story/2016+West+Coast+Ocean+Acidification+Cruise,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2016,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,40.102,-124.715,,0,939,spot,Once,,1,2016,2016,2016,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,OAH,4,0
CA932,Rockfish Recruitment and Ecosystem Assessment Survey,Delgada_475,,California,point,"National Oceanic and Atmospheric Administration - Southwest Fisheries Science Center, Fisheries Ecology Division",https://swfsc.noaa.gov/textblock.aspx?Division=FED&ParentMenuId=54&id=19407,,Keith Sakuma; John Field,keith.sakuma@noaa.gov; john.field@noaa.gov,Dedicated Program Funds,NOAA ,Indefinite,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,,,Agency,Cruise Station,Cruise,No,Offshore,39.83333333,-124.7166667,,30,45,spot,Annual,May - mid June; Spring,13,2004 - Present,2004,Present,Yes,Data uploaded to ERDDAP once a year,No,No,No,No,No,No,Yes,No,No,No,No,,"CTD vertical casts, Thermosalinometer flow through at surface; nets","CTD, SBE 19+, Thermosalinometer, SBE 21 and 112",Yes,Yes,Yes,No,No,"PAR, Density, Transmissivity",No,Yes,No,No,No,No,No,Zooplankton; Fish; Epi-pelagic Invertebrates,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,H,0,0
CA936,Rockfish Recruitment and Ecosystem Assessment Survey,False Cape_603,,California,point,"National Oceanic and Atmospheric Administration - Southwest Fisheries Science Center, Fisheries Ecology Division",https://swfsc.noaa.gov/textblock.aspx?Division=FED&ParentMenuId=54&id=19419,,Keith Sakuma; John Field,keith.sakuma@noaa.gov; john.field@noaa.gov,Dedicated Program Funds,NOAA ,Indefinite,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,,,Agency,Cruise Station,Cruise,No,Offshore,40.5,-124.7299967,,30,45,spot,Annual,May - mid June; Spring,4,2013 - Present,2013,Present,Yes,Data uploaded to ERDDAP once a year,No,No,No,No,No,No,Yes,No,No,No,No,,"CTD vertical casts, Thermosalinometer flow through at surface; nets","CTD, SBE 19+, Thermosalinometer, SBE 21 and 124",Yes,Yes,Yes,No,No,"PAR, Density, Transmissivity",No,Yes,No,No,No,No,No,Zooplankton; Fish; Epi-pelagic Invertebrates,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,H,0,0
OR239,2011 West Coast OA Cruise,WCOA2011 - 3-18,,Washington,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,46.13,-124.73,,0,46,spot,Once,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
WA1348,Tatoosh Island Time Series,99812,,Washington,point,University of Chicago,http://www.nodc.noaa.gov/cgi-bin/OAS/prd/accession/details/99812,To understand how ocean conditions influence population and ecological community dynamics of rocky shore habitats we initiated measurements of key physical/chemical parameters at Tatoosh Island Washington in June 2000 including water temperature dissolved oxygen pH and salinity/conductivity. Measures were made with a Hydrolab DS4a/DS5x logging probe at half hour intervals during spring-late summer in each year. Submitted data were collected through August 2010. The probe was deployed at biweekly-monthly intervals with cleaning and calibration done in a 12-24 hr period before probe redeployment. The probe was secured to the shoreline of Tatoosh Island and was housed in a 5000 l tidepool separated from the ocean by a 1 wide lip at a tide height of 80 cm to assure that probe performance was not compromised by desiccation at low tide. These data form the core of analyses in Pfister et al. (L&O 2007) Wootton et al. (PNAS 2008) and Wootton and Pfister (PLoS ONE In Press 2012).,Tim Wootton,woottonlab.uchicago.edu,External Funds,,2010,Not pursuing continued funding ,Physical/Biogeochemical,Estuarine Environmental Monitoring,,Academic/Agency,Shoreside sensor,In situ,,Estuarine,48.3931,-124.7343,0,,,continuous,30,April - September,11,2000-2010,2000,2010,No,Biweekly,No,No,No,No,No,No,No,No,Yes,No,Yes,,,Hydrolab DS4a/DS5x logging probe‡,Yes,Yes,No,No,No,None,No,No,No,No,No,No,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA168,MARINe/PISCO Rocky Intertidal,CBI,,Washington,point,University of California Santa Cruz,http://www.piscoweb.org/access-data,,Pete Raimondi; Rani Gaddam,raimondi@ucsc.edu; gaddam@ucsc.edu,External Funds,"The David and Lucile Packard Foundation, The Gordon and Betty Moore Foundation, and many other sources",,Continued funding is likely from the same source,Biological,,,Academic,Sample Site,Field Survey,Yes,Intertidal,48.171086,-124.736203,0,,,NA,Annual,spring & fall (south of SF); summer (north of SF),15,2002 - present,2002,Present,Yes,,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,,No,No,No,No,No,No,No,Shellfish; Seagrass; Kelp; Intertidal Invertebrates; Algae,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,,Non-OAH,0,0
OR340,2012 West Coast OA Cruise,WCOA2012 - 6-33,,Oregon,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,45.49,-124.74,,0,51,spot,Once,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR347,2012 West Coast OA Cruise,WCOA2012 - 7-40,,Oregon,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,45,-124.74,,0,51,spot,Once,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR25,Ocean Survival of Salmonids (BPA),La Push-04,,Washington,point,"National Ocean and Atmospheric Administration - Northwest Fisheries Science Center, Oregon State University, Oregon Health & Science University",,Nutrients only measured to 3 m depth. DO sensor was added in September 2006. Surveys have run annualy in June since 1998 until present. Surveys have also ran annually in May from 1999 through 2012. Sampling in May begain in 2015 but not at transects or stations and only around Willapa Bay to the Columbia River. Surveys also ran annualy in September from 1999 through 2012. Not all transects were sampled during any month. In may generally;3 to 8 transects were sampled;in June 5 - 9 transects were sampled;and in September 3 - 8 transects were sampled. Juvenile salmon and associated enkton are colleted using a nordic rope trawl in the upper water column (around 18 m).,Cheryl Morgan,cheryl.morgan@noaa.gov,External Funds,Bonneville Power Administration & NOAA Fisheries,2018,Current funding has option for renewal,Physical/Biogeochemical & Biological,Environmental Characterization,Fish Abundance and Prey Availability,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean,47.92,-124.74,3,0,34.7,spot,Annual,May - June; September ,20,1998-Present,1998,Present,Yes,Data uploaded to NOAA server after each survey,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,Fluor,Yes,Yes,Yes,Yes,Yes,Yes,No,Chlorophyll; Zooplankton; Inverts; Fish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Bird and mammal visual surveys,H,0,0
OR130,2007 West Coast OA Cruise,WCOA2007 - 3-23,,Washington,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2007,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,47.34,-124.74,,10,53,spot,Once,,1,2007,2007,2007,No,,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,,Deep cast rosette; underway optical sensors ,"Seabird 24-position carousel s/n 471; 9plus CTD s/n 315;
primary 3plus temperature sensor s/n 03P-4569 (stations 1-34) and 03P-4335 (stations 35-111);
primary 4C conductivity sensor s/n 04-3157 (stations 1-34) and 04-2887 (stations 35-111);
secondary 3plus temperature sensor s/n 03P-4341 and secondary 4C conductivity sensor s/n 04-
3068; and oxygen s/n 43-0313 (stations 1-34) and 43-0315 (stations 35-111)",Yes,Yes,Yes,No,Yes,Total Carbon; Ar and O2 isotopes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,CDOM,OAH,3,0
OR229,2011 West Coast OA Cruise,WCOA2011 - 1.5-8,,Washington,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,47.34,-124.74,,0,46,spot,Once,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR233,2011 West Coast OA Cruise,WCOA2011 - 2-12,,Washington,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,47.11,-124.74,,0,46,spot,Once,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
WA1289,National Data Buoy Center,Cape Elizabeth - NDBC Station 46041(LLNR 733),,Washington,point,National Data Buoy Center; National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.ndbc.noaa.gov/station_page.php?station=46041; http://www.pmel.noaa.gov/co2/story/Cape+Elizabeth,CO2 sensors have 1-day delay. Others (air temp wave direction) offline. NVS started harvesting data from this buoy via PMEL in Sept 2013.  pH sensor added in 2012.,Adrienne Sutton,adrienne.sutton@noaa.gov; webmaster.ndbc@noaa.gov,,,,,Physical/Biogeochemical,Oceanographic Characterization,Water Quality,Agency,Mooring,In situ,No,Offshore,47.352,-124.741,0,,,continuous,180,Year-round,,2006-Present,2006,Present,Yes,Daily,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,,MAPCO2. https://www.nodc.noaa.gov/archive/arc0062/0115322/9.9/data/0-data/Additional_metadata_mooring.pdf,Licor-820,Yes,Yes,Yes,No,No,None,No,No,No,No,No,No,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,2,2
OR575,2016 West Coast OA Cruise,WCOA2016 - 14 - 111,,Washington,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,https://www.pmel.noaa.gov/co2/story/2016+West+Coast+Ocean+Acidification+Cruise,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2016,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,47.944,-124.749,,0,34,spot,Once,,1,2016,2016,2016,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,OAH,4,0
OR273,2011 West Coast OA Cruise,WCOA2011 - 8-54,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,40.96,-124.75,,0,46,spot,Once,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR93,Ocean Survival of Salmonids (BPA),Newport-30,,Oregon,point,"National Ocean and Atmospheric Administration - Northwest Fisheries Science Center, Oregon State University, Oregon Health & Science University",,Nutrients only measured to 3 m depth. DO sensor was added in September 2006. Surveys have run annualy in June since 1998 until present. Surveys have also ran annually in May from 1999 through 2012. Sampling in May begain in 2015 but not at transects or stations and only around Willapa Bay to the Columbia River. Surveys also ran annualy in September from 1999 through 2012. Not all transects were sampled during any month. In may generally;3 to 8 transects were sampled;in June 5 - 9 transects were sampled;and in September 3 - 8 transects were sampled. Juvenile salmon and associated enkton are colleted using a nordic rope trawl in the upper water column (around 18 m).,Cheryl Morgan,cheryl.morgan@noaa.gov,External Funds,Bonneville Power Administration & NOAA Fisheries,2018,Current funding has option for renewal,Physical/Biogeochemical & Biological,Environmental Characterization,Fish Abundance and Prey Availability,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean,44.67,-124.75,3,0,200,spot,Annual,May - June; September ,20,1998-Present,1998,Present,Yes,Data uploaded to NOAA server after each survey,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,Fluor,Yes,Yes,Yes,Yes,Yes,Yes,No,Chlorophyll; Zooplankton; Inverts; Fish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Bird and mammal visual surveys,H,0,0
WA1092,U.S. EPA Environmental Monitoring and Assessment Program,WA03-0022,,Washington,point,U.S. Environmental Protection Agency;  Washington State Department of Ecology,https://www.epa.gov/national-aquatic-resource-surveys/data-national-aquatic-resource-surveys,Coordinates are target;  see data for actual sampling coordinates.,U.S. Environmental Protection Agency,,Dedicated Program Funds,U.S. EPA Environmental Monitoring and Assessment Program,,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,Oceanographic Characterization,Water Quality/Contaminants in water sediment fish,Agency,Cruise Station,Cruise,No,Offshore,47.778813,-124.75204,62.5,,,spot,Once,June - September,1,2003,2003,2003,No,,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,Yes,No,No,No,Transmission; PAR; TSS),No,Yes,Yes,Yes,Yes,Yes,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,H,0,0
WA1109,U.S. EPA Environmental Monitoring and Assessment Program,WA03-0039,,Washington,point,U.S. Environmental Protection Agency;  Washington State Department of Ecology,https://www.epa.gov/national-aquatic-resource-surveys/data-national-aquatic-resource-surveys,Coordinates are target;  see data for actual sampling coordinates.,U.S. Environmental Protection Agency,,Dedicated Program Funds,U.S. EPA Environmental Monitoring and Assessment Program,,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,Oceanographic Characterization,Water Quality/Contaminants in water sediment fish,Agency,Cruise Station,Cruise,No,Offshore,47.620117,-124.754914,14,,,spot,Once,June - September,1,2003,2003,2003,No,,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,Yes,No,No,No,Transmission; PAR; TSS),No,Yes,Yes,Yes,Yes,Yes,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,H,0,0
WA1096,U.S. EPA Environmental Monitoring and Assessment Program,WA03-0026,,Washington,point,U.S. Environmental Protection Agency;  Washington State Department of Ecology,https://www.epa.gov/national-aquatic-resource-surveys/data-national-aquatic-resource-surveys,Coordinates are target;  see data for actual sampling coordinates.,U.S. Environmental Protection Agency,,Dedicated Program Funds,U.S. EPA Environmental Monitoring and Assessment Program,,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,Oceanographic Characterization,Water Quality/Contaminants in water sediment fish,Agency,Cruise Station,Cruise,No,Offshore,47.462054,-124.755178,106,,,spot,Once,June - September,1,2003,2003,2003,No,,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,Yes,No,No,No,Transmission; PAR; TSS),No,Yes,Yes,Yes,Yes,Yes,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,H,0,0
CA112,CalCOFI,calcofi_stn100.0_ln73.3,,California,point,Scripps Institution of Oceanography; National Oceanic and Atmospheric Administration; California Department of Wildlife,http://coastwatch.pfeg.noaa.gov/erddap/search/index.html?page=1&itemsPerPage=1000&searchFor=Calcofi,"Domoic acid, HAB species collections made",Ralf Goericke,rgoericke@ucsd.edu,,,,,Physical/Biogeochemical & Biological,,,Academic/Agency,Cruise Station,Cruise,No,Offshore,33.9771,-124.7559,,0,515,spot,Semi-annual,"winter, spring only",68,1949 - Present,1949,Present,Yes,n/a;  reports published,No,No,No,No,No,No,Yes,No,Yes,No,Yes,,CTD sensors + bottle samples; plankton nets,http://calcofi.org/field-work/ctd-rosette-ops.html,Yes,Yes,Yes,Yes,Yes,,No,Yes,No,No,No,No,No,Phytoplankton; Zooplankton; Fish Eggs,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,,OAH,0,1
WA1084,U.S. EPA Environmental Monitoring and Assessment Program,WA03-0014,,Washington,point,U.S. Environmental Protection Agency;  Washington State Department of Ecology,https://www.epa.gov/national-aquatic-resource-surveys/data-national-aquatic-resource-surveys,Coordinates are target;  see data for actual sampling coordinates.,U.S. Environmental Protection Agency,,Dedicated Program Funds,U.S. EPA Environmental Monitoring and Assessment Program,,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,Oceanographic Characterization,Water Quality/Contaminants in water sediment fish,Agency,Cruise Station,Cruise,No,Offshore,48.301223,-124.768879,35.5,,,spot,Once,June - September,1,2003,2003,2003,No,,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,Yes,No,No,No,Transmission; PAR; TSS),No,Yes,Yes,Yes,Yes,Yes,No,Fish,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,bioaccumulation,H,0,0
OR152,2007 West Coast OA Cruise,WCOA2007 - 6-44,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2007,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,40.09,-124.77,,10,53,spot,Once,,1,2007,2007,2007,No,,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,,Deep cast rosette; underway optical sensors ,"Seabird 24-position carousel s/n 471; 9plus CTD s/n 315;
primary 3plus temperature sensor s/n 03P-4569 (stations 1-34) and 03P-4335 (stations 35-111);
primary 4C conductivity sensor s/n 04-3157 (stations 1-34) and 04-2887 (stations 35-111);
secondary 3plus temperature sensor s/n 03P-4341 and secondary 4C conductivity sensor s/n 04-
3068; and oxygen s/n 43-0313 (stations 1-34) and 43-0315 (stations 35-111)",Yes,Yes,Yes,No,Yes,Total Carbon; Ar and O2 isotopes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,CDOM,OAH,3,0
OR375,2012 West Coast OA Cruise,WCOA2012 - 12-68,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,40.96,-124.77,,0,51,spot,Once,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR427,2013 West Coast OA Cruise,WCOA2013 - 6A-48,,Oregon,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0132082.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2013,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,44.66,-124.77,,0,92,spot,Once,,1,2013,2013,2013,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR434,2013 West Coast OA Cruise,WCOA2013 - 6B-99,,Oregon,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0132082.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2013,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,44.65,-124.77,,0,92,spot,Once,,1,2013,2013,2013,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
